match_id,season_id,home_team_id,home_team_goal
1032878,3,9997,0
1032879,3,10000,3
1032881,3,9994,3
1032882,3,8203,0
1032883,3,9989,0
1032884,3,1773,2
1032885,3,9985,1
1032886,3,9987,0
1032887,3,9991,1
1032888,3,9993,3
1032889,3,8571,2
1032890,3,9989,2
1032891,3,10001,1
1032892,3,9984,1
1032893,3,8342,2
1032894,3,8635,3
1032895,3,9997,1
1032896,3,10000,4
1032897,3,1773,2
1032898,3,9994,1
1032899,3,8203,2
1032900,3,9998,1
1032901,3,9985,0
1032902,3,9987,3
1032903,3,9993,2
1032904,3,8571,2
1032905,3,9989,0
1032906,3,10001,1
1032907,3,9984,1
1032908,3,9991,2
1032909,3,8342,1
1032910,3,8635,4
1032911,3,9997,1
1032912,3,1773,0
1032913,3,9994,4
1032914,3,8571,3
1032915,3,8203,0
1032916,3,9998,4
1032917,3,9985,4
1032918,3,9991,3
1032919,3,9993,2
1032920,3,9997,2
1032921,3,10000,2
1032922,3,9989,1
1032923,3,10001,3
1032924,3,9984,1
1032708,3,8342,1
1032709,3,9987,2
1032710,3,9991,3
1032711,3,9993,3
1032712,3,9994,0
1032713,3,8571,2
1032714,3,8203,2
1032715,3,9998,4
1032925,3,8342,1
1032926,3,8635,2
1032927,3,9987,3
1032928,3,1773,3
1032929,3,9994,1
1032930,3,8571,2
1032931,3,8203,1
1032932,3,9998,2
1032716,3,9985,3
1032717,3,9997,0
1032718,3,10000,1
1032719,3,1773,1
1032720,3,9989,1
1032721,3,10001,2
1032722,3,9984,3
1032723,3,8635,2
1032724,3,8342,1
1032725,3,9987,0
1032726,3,9991,1
1032727,3,9993,1
1032728,3,9994,0
1032729,3,8571,4
1032730,3,9998,3
1032731,3,10001,1
1032732,3,8635,2
1032733,3,9985,1
1032734,3,9997,3
1032735,3,10000,1
1032736,3,1773,3
1032737,3,8203,1
1032738,3,9984,2
1032739,3,9989,1
1032740,3,9987,3
1032741,3,9991,0
1032742,3,9993,2
1032743,3,9994,1
1032744,3,8571,2
1032745,3,9998,5
1032746,3,10001,2
1032747,3,9984,0
1032748,3,8342,2
1032749,3,8635,3
1032750,3,9985,0
1032751,3,9997,3
1032752,3,10000,1
1032753,3,1773,1
1032754,3,8203,0
1032755,3,9989,0
1032756,3,9985,2
1032757,3,9987,0
1032758,3,9991,6
1032759,3,9993,1
1032760,3,8571,1
1032761,3,9998,3
1032762,3,10001,1
1032763,3,9984,2
1223976,4,8571,1
1223977,4,9993,2
1223980,4,9998,5
1223981,4,9985,0
1223982,4,8203,4
1223983,4,8342,3
1223984,4,9991,2
1223985,4,9987,3
1224055,4,8342,1
1224056,4,9985,2
1224057,4,9993,2
1224058,4,9986,0
1224059,4,10000,3
1224060,4,9994,2
1224061,4,8203,0
1224062,4,8475,2
1224063,4,8635,2
1224064,4,9987,3
1224065,4,9991,0
1224066,4,10000,0
1224067,4,1773,4
1224068,4,9989,0
1224069,4,9998,3
1224070,4,9984,1
1224071,4,8342,2
1224072,4,9985,2
1224073,4,9991,2
1224074,4,9993,1
1224075,4,9986,2
1224076,4,8571,1
1224077,4,8203,3
1224078,4,8475,0
1224079,4,8635,5
1224080,4,9987,0
1224081,4,10000,4
1224082,4,1773,3
1224083,4,9994,2
1224084,4,9989,3
1224085,4,9998,1
1224086,4,9984,3
1224087,4,8342,0
1224088,4,9985,2
1224089,4,9991,1
1224090,4,9993,1
1224091,4,9986,0
1224092,4,8571,4
1224093,4,8203,1
1224094,4,9998,3
1224095,4,8635,6
1224096,4,9987,5
1224097,4,10000,1
1224098,4,1773,0
1224099,4,9994,2
1224100,4,9989,1
1224101,4,8475,0
1224102,4,9984,2
1224103,4,8635,1
1224104,4,9986,1
1224105,4,10000,0
1224106,4,1773,1
1224107,4,9994,1
1224108,4,9989,2
1224109,4,8475,2
1224110,4,9984,3
1224111,4,8342,1
1224112,4,9985,3
1224113,4,9987,1
1224114,4,9991,0
1224115,4,9993,1
1224116,4,8571,3
1224117,4,8203,0
1224118,4,9998,1
1224119,4,8342,1
1224120,4,8635,2
1224121,4,9986,2
1224122,4,10000,0
1224123,4,1773,1
1224124,4,9994,3
1224125,4,9989,0
1224126,4,8475,0
1224127,4,9985,6
1224128,4,9987,4
1224129,4,9991,0
1224130,4,9993,1
1224131,4,8571,1
1224132,4,8203,2
1224133,4,9998,0
1224134,4,9984,1
1223991,4,8635,1
1223992,4,9986,0
1223993,4,10000,3
1223994,4,1773,2
1223995,4,9994,2
1223996,4,9989,0
1223997,4,8475,0
1223998,4,9984,1
1224135,4,8342,2
1224136,4,8635,2
1224137,4,9986,1
1224138,4,10000,3
1224139,4,9994,2
1224140,4,8203,0
1224141,4,9989,1
1224142,4,8475,1
1224143,4,9985,1
1224144,4,9987,2
1224145,4,9991,1
1224146,4,9993,0
1224147,4,1773,2
1224148,4,8571,2
1224149,4,9998,1
1224150,4,9984,2
1224151,4,8342,0
1224152,4,8635,4
1224153,4,9985,3
1224154,4,9986,1
1224155,4,10000,2
1224156,4,9994,3
1224157,4,8203,1
1224158,4,8475,1
1224159,4,8635,0
1224160,4,9987,3
1224161,4,9991,0
1224162,4,1773,2
1224163,4,8571,4
1224164,4,9989,0
1224165,4,9998,2
1224166,4,9984,0
1224167,4,8342,0
1224168,4,9985,2
1224169,4,9993,0
1224170,4,9986,2
1224171,4,10000,2
1224172,4,9994,0
1224173,4,8203,2
1224174,4,8475,2
1224175,4,8635,2
1224176,4,9987,4
1224177,4,9991,2
1224178,4,1773,1
1224179,4,8571,2
1224180,4,9989,1
1224181,4,9998,3
1224182,4,9984,1
1224183,4,8342,3
1224184,4,9985,0
1224185,4,9993,0
1224186,4,9986,1
1224187,4,9994,1
1224188,4,8571,1
1224189,4,8203,2
1224190,4,8475,1
1224191,4,8635,2
1224192,4,9987,2
1224193,4,10000,2
1224194,4,1773,1
1224195,4,9994,1
1224196,4,9989,0
1224197,4,9998,0
1224198,4,9984,0
1224199,4,8342,2
1224200,4,9985,0
1224201,4,9991,2
1224202,4,9993,1
1224203,4,9986,0
1224204,4,8571,0
1224205,4,8203,1
1224206,4,8475,0
1224207,4,8635,1
1224208,4,9987,3
1224209,4,10000,1
1224210,4,1773,0
1224211,4,9994,1
1224212,4,9989,1
1224213,4,8475,3
1224214,4,9984,1
1223999,4,9985,3
1224000,4,9987,1
1224001,4,9991,1
1224002,4,9993,1
1224003,4,8571,0
1224004,4,8203,3
1224005,4,9998,1
1224006,4,9984,0
1224215,4,8342,3
1224216,4,9985,0
1224217,4,9991,1
1224218,4,9993,3
1224219,4,9986,3
1224220,4,8571,0
1224221,4,8203,2
1224222,4,9998,1
1224007,4,8342,3
1224008,4,8635,2
1224009,4,9986,2
1224010,4,10000,2
1224011,4,1773,3
1224012,4,9994,2
1224013,4,9989,1
1224014,4,8475,0
1224015,4,9985,3
1224016,4,9987,2
1224017,4,9991,2
1224018,4,9993,2
1224019,4,1773,1
1224020,4,8571,2
1224021,4,9998,1
1224022,4,9984,0
1224023,4,8342,4
1224024,4,8635,2
1224025,4,9986,1
1224026,4,10000,2
1224027,4,9994,0
1224028,4,8203,0
1224029,4,9989,1
1224030,4,8475,2
1224031,4,9987,1
1224032,4,9991,0
1224033,4,9993,3
1224034,4,1773,0
1224035,4,8571,1
1224036,4,9989,1
1224037,4,9998,2
1224038,4,9984,0
1224039,4,8342,4
1224040,4,9985,1
1224041,4,9993,2
1224042,4,9986,1
1224043,4,10000,2
1224044,4,9994,2
1224045,4,8203,3
1224046,4,8475,1
1224047,4,8635,3
1224048,4,9987,2
1224049,4,9991,2
1224050,4,1773,5
1224051,4,8571,2
1224052,4,9989,1
1224053,4,9998,1
1224054,4,9984,1
1677179,5,8475,2
1677180,5,9991,0
1677181,5,9989,1
1677182,5,8573,0
1677183,5,9991,2
1677184,5,8573,2
1677185,5,8475,2
1677186,5,9989,0
1677187,5,9989,4
1677188,5,8573,1
1677189,5,8475,0
1677190,5,9991,4
1717817,6,9985,3
1717818,6,8475,0
1717819,6,9984,0
1717820,6,9989,2
1717821,6,10001,1
1717822,6,8203,3
1717823,6,8635,3
1717824,6,10000,2
1717889,6,8342,3
1717890,6,8635,0
1717891,6,9986,0
1717892,6,274581,1
1717893,6,9994,3
1717894,6,9989,3
1717895,6,10001,0
1717896,6,8475,1
1717897,6,9985,1
1717898,6,9987,3
1717899,6,9991,2
1717900,6,8573,0
1717901,6,9994,1
1717902,6,8571,2
1717903,6,8203,1
1717904,6,9984,1
1717905,6,8342,2
1717906,6,8635,0
1717907,6,9986,2
1717908,6,10000,1
1717909,6,274581,2
1717910,6,9989,0
1717911,6,10001,2
1717912,6,8475,0
1717913,6,9987,3
1717914,6,9991,4
1717915,6,8573,4
1717916,6,274581,1
1717917,6,9994,5
1717918,6,8571,2
1717919,6,8203,1
1717920,6,9984,0
1717921,6,8635,1
1717922,6,9985,2
1717923,6,9986,0
1717924,6,10000,2
1717925,6,9989,0
1717926,6,10001,1
1717927,6,8475,1
1717928,6,9984,0
1717929,6,8342,5
1717930,6,9987,0
1717931,6,9991,0
1717932,6,8573,1
1717933,6,274581,0
1717934,6,9994,3
1717935,6,8571,1
1717936,6,8203,1
1717937,6,274581,2
1717938,6,9994,0
1717939,6,8571,3
1717940,6,8342,4
1717941,6,9987,3
1717942,6,9991,4
1717943,6,8573,3
1717944,6,9986,3
1717945,6,8635,2
1717946,6,9985,0
1717947,6,10000,2
1717948,6,8203,0
1717949,6,9989,1
1717950,6,10001,2
1717951,6,8475,2
1717952,6,9984,0
1717953,6,8342,2
1717954,6,9991,0
1717955,6,8573,2
1717956,6,9986,0
1717957,6,274581,4
1717958,6,9994,0
1717959,6,8571,3
1717960,6,10001,1
1717961,6,8635,3
1717962,6,9985,1
1717963,6,9987,3
1717964,6,10000,1
1717965,6,8203,0
